,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
1707,1,1,7,14.28,0,0,India,Melbourne,Dale Steyn
1708,-1,0,0,0.0,0,0,West Indies,Sydney,Dale Steyn
1710,16,16,17,94.11,3,0,Pakistan,Auckland,Dale Steyn
1712,-1,0,0,0.0,0,0,Sri Lanka,Sydney,Dale Steyn
1713,-1,0,0,0.0,0,0,New Zealand,Auckland,Dale Steyn
1714,-1,0,0,0.0,0,0,New Zealand,Centurion,Dale Steyn
1715,2,2,9,22.22,0,0,New Zealand,Potchefstroom,Dale Steyn
1716,-1,0,0,0.0,0,0,New Zealand,Durban,Dale Steyn
1717,-1,0,0,0.0,0,0,India,Kanpur,Dale Steyn
1718,13,13,16,81.25,1,1,India,Indore,Dale Steyn
1719,12,12,9,133.33,0,1,India,Rajkot,Dale Steyn
1720,6,6,7,85.71,1,0,India,Chennai,Dale Steyn
1721,-1,0,0,0.0,0,0,India,Mumbai,Dale Steyn
1722,-1,0,0,0.0,0,0,Australia,Centurion,Dale Steyn
1723,-1,0,0,0.0,0,0,Australia,Johannesburg,Dale Steyn
1724,-1,0,0,0.0,0,0,Australia,Durban,Dale Steyn
1725,6*,6,5,120.0,1,0,Australia,Cape Town,Dale Steyn
1728,-1,0,0,0.0,0,0,Australia,Perth,Dale Steyn
1729,3,3,11,27.27,0,0,Australia,Adelaide,Dale Steyn
1730,-1,0,0,0.0,0,0,Australia,Hobart,Dale Steyn
1731,-1,0,0,0.0,0,0,Pakistan,Centurion,Dale Steyn
1732,0.0,0,2,0.0,0,0,Pakistan,Johannesburg,Dale Steyn
1733,-1,0,0,0.0,0,0,Pakistan,Cape Town,Dale Steyn
1734,-1,0,0,0.0,0,0,Sri Lanka,Port Elizabeth,Dale Steyn
1735,19,19,16,118.75,2,0,India,Kingston,Darren Bravo
1736,-1,0,0,0.0,0,0,India,Kingston,Darren Bravo
1737,21,21,15,140.0,3,0,India,Gros Islet,Darren Bravo
1738,-1,0,0,0.0,0,0,India,Gros Islet,Darren Bravo
1742,1,1,6,16.66,0,0,South Africa,Roseau,Darren Bravo
1743,45*,45,31,145.16,3,1,South Africa,Roseau,Darren Bravo
1744,17,17,47,36.17,0,0,South Africa,Port of Spain,Darren Bravo
1745,8,8,22,36.36,0,0,Sri Lanka,Colombo (SSC),Darren Bravo
1746,39,39,64,60.93,0,3,Sri Lanka,Colombo (SSC),Darren Bravo
1747,79,79,91,86.81,9,1,Sri Lanka,Colombo (SSC),Darren Bravo
1748,73,73,82,89.02,8,1,South Africa,Delhi,Darren Bravo
1750,9*,9,26,34.61,1,0,Bangladesh,Dhaka,Darren Bravo
1752,5.0,5,15,33.33,1,0,England,Chennai,Darren Bravo
1753,22,22,29,75.86,1,1,India,Chennai,Darren Bravo
1754,0.0,0,3,0.0,0,0,Pakistan,Dhaka,Darren Bravo
1755,67.0,67,109,61.46,1,1,Pakistan,Gros Islet,Darren Bravo
1756,12,12,18,66.66,2,0,Pakistan,Gros Islet,Darren Bravo
1757,47,47,77,61.03,3,1,Pakistan,Bridgetown,Darren Bravo
1758,21,21,26,80.76,3,0,Pakistan,Bridgetown,Darren Bravo
1759,-1,0,0,0.0,0,0,Pakistan,Providence,Darren Bravo
1760,4,4,8,50.0,1,0,India,Port of Spain,Darren Bravo
1761,15,15,36,41.66,2,0,India,North Sound,Darren Bravo
1762,86.0,86,99,86.86,3,6,India,Kingston,Darren Bravo
1763,20.0,20,19,105.26,2,0,Bangladesh,Dhaka,Darren Bravo
1764,1*,1,12,8.33,0,0,Bangladesh,Dhaka,Darren Bravo
1765,0.0,0,3,0.0,0,0,Bangladesh,Chattogram,Darren Bravo
1766,60.0,60,74,81.08,6,0,India,Cuttack,Darren Bravo
1767,13,13,17,76.47,2,0,India,Visakhapatnam,Darren Bravo
1768,26*,26,41,63.41,2,0,India,Ahmedabad,Darren Bravo
1769,4,4,15,26.66,1,0,Australia,Kingstown,Darren Bravo
1770,16,16,28,57.14,3,0,Australia,Kingstown,Darren Bravo
1771,0.0,0,3,0.0,0,0,Australia,Kingstown,Darren Bravo
1772,25.0,25,50,50.0,3,0,Australia,Gros Islet,Darren Bravo
1773,3,3,21,14.28,0,0,Australia,Gros Islet,Darren Bravo
1774,8*,8,13,61.53,1,0,England,Southampton,Darren Bravo
1775,35.0,35,41,85.36,4,1,Bangladesh,Khulna,Darren Bravo
1776,28.0,28,41,68.29,3,0,Bangladesh,Khulna,Darren Bravo
1777,13,13,23,56.52,2,0,Bangladesh,Dhaka,Darren Bravo
1778,34,34,61,55.73,3,0,Bangladesh,Dhaka,Darren Bravo
1779,51,51,108,47.22,3,1,Bangladesh,Dhaka,Darren Bravo
1780,11,11,25,44.0,1,0,Australia,Perth,Darren Bravo
1781,14,14,20,70.0,3,0,Australia,Perth,Darren Bravo
1782,86.0,86,96,89.58,7,1,Australia,Canberra,Darren Bravo
1783,4,4,16,25.0,1,0,Australia,Sydney,Darren Bravo
1784,33,33,50,66.0,3,0,Australia,Melbourne,Darren Bravo
1788,0.0,0,4,0.0,0,0,Pakistan,The Oval,Darren Bravo
1789,35.0,35,83,42.16,2,0,India,The Oval,Darren Bravo
1790,12,12,7,171.42,2,0,South Africa,Cardiff,Darren Bravo
1791,27,27,30,90.0,4,0,Sri Lanka,Kingston,Darren Bravo
1792,55.0,55,78,70.51,5,1,India,Kingston,Darren Bravo
1793,1,1,7,14.28,0,0,India,Port of Spain,Darren Bravo
1794,70.0,70,84,83.33,4,1,Sri Lanka,Port of Spain,Darren Bravo
1795,5.0,5,18,27.77,1,0,Pakistan,Providence,Darren Bravo
1796,54.0,54,81,66.66,6,0,Pakistan,Providence,Darren Bravo
1797,17,17,40,42.5,2,0,Pakistan,Gros Islet,Darren Bravo
1798,9,9,18,50.0,1,0,Pakistan,Gros Islet,Darren Bravo
1799,9,9,21,42.85,1,0,Pakistan,Gros Islet,Darren Bravo
1800,59,59,77,76.62,4,2,India,Kochi,Darren Bravo
1801,50.0,50,54,92.59,8,0,India,Visakhapatnam,Darren Bravo
1802,51*,51,53,96.22,4,2,India,Kanpur,Darren Bravo
1803,14,14,18,77.77,3,0,New Zealand,Auckland,Darren Bravo
1805,2,2,12,16.66,0,0,England,North Sound,Darren Bravo
1806,13,13,34,38.23,0,1,England,North Sound,Darren Bravo
1807,16,16,20,80.0,3,0,England,North Sound,Darren Bravo
1808,7,7,14,50.0,1,0,Bangladesh,St George's,Darren Bravo
1809,53,53,82,64.63,2,1,Bangladesh,St George's,Darren Bravo
1810,124.0,124,127,97.63,7,8,Bangladesh,Basseterre,Darren Bravo
1811,28.0,28,45,62.22,2,1,India,Kochi,Darren Bravo
1812,26,26,44,59.09,2,0,India,Delhi,Darren Bravo
1813,40.0,40,51,78.43,6,0,India,Dharamsala,Darren Bravo
1815,49*,49,78,62.82,3,0,Pakistan,Christchurch,Darren Bravo
1816,38,38,58,65.51,3,1,Sri Lanka,Colombo (RPS),Darren Bravo
1817,21,21,33,63.63,1,0,Sri Lanka,Colombo (RPS),Darren Bravo
1818,4,4,7,57.14,0,0,Sri Lanka,Pallekele,Darren Bravo
1819,30.0,30,69,43.47,2,0,South Africa,Providence,Darren Bravo
1820,19,19,31,61.29,3,0,Australia,Providence,Darren Bravo
1821,39,39,63,61.9,3,1,Australia,Basseterre,Darren Bravo
1822,11,11,19,57.89,1,0,South Africa,Basseterre,Darren Bravo
1823,15,15,20,75.0,3,0,Australia,Bridgetown,Darren Bravo
1824,102.0,102,103,99.02,12,4,South Africa,Bridgetown,Darren Bravo
1825,6,6,20,30.0,1,0,Australia,Bridgetown,Darren Bravo
1826,12,12,28,42.85,0,0,Pakistan,Sharjah,Darren Bravo
1827,61,61,74,82.43,5,3,Pakistan,Sharjah,Darren Bravo
1828,17,17,40,42.5,0,1,Pakistan,Abu Dhabi,Darren Bravo
1829,19,19,51,37.25,1,0,Bangladesh,Dhaka,Darren Bravo
1830,27,27,43,62.79,1,1,Bangladesh,Dhaka,Darren Bravo
1831,10.0,10,26,38.46,1,0,Bangladesh,Sylhet,Darren Bravo
1832,40.0,40,30,133.33,2,4,England,Bridgetown,Darren Bravo
1833,25.0,25,37,67.56,0,0,England,Bridgetown,Darren Bravo
1834,-1,0,0,0.0,0,0,England,St George's,Darren Bravo
1835,61,61,59,103.38,4,4,England,St George's,Darren Bravo
1836,7*,7,14,50.0,1,0,England,Gros Islet,Darren Bravo
1838,1,1,4,25.0,0,0,Bangladesh,Dublin,Darren Bravo
1840,6,6,13,46.15,1,0,Bangladesh,Dublin (Malahide),Darren Bravo
1841,3*,3,3,100.0,0,0,Bangladesh,Dublin (Malahide),Darren Bravo
1842,23*,23,16,143.75,1,1,West Indies,North Sound,David Miller
1843,26*,26,19,136.84,0,2,West Indies,North Sound,David Miller
1844,5.0,5,9,55.55,0,0,West Indies,Roseau,David Miller
1845,-1,0,0,0.0,0,0,West Indies,Roseau,David Miller
1849,-1,0,0,0.0,0,0,Pakistan,Abu Dhabi,David Miller
1850,6,6,10,60.0,0,0,Pakistan,Abu Dhabi,David Miller
1851,6,6,10,60.0,0,0,Pakistan,Dubai (DSC),David Miller
1852,0.0,0,1,0.0,0,0,Pakistan,Dubai (DSC),David Miller
1853,9,9,11,81.81,0,0,India,Durban,David Miller
1854,27,27,28,96.42,3,1,India,Johannesburg,David Miller
1855,11,11,12,91.66,0,0,Australia,Centurion,David Miller
1856,59,59,51,115.68,6,1,Australia,Port Elizabeth,David Miller
1857,11*,11,22,50.0,0,0,Australia,Durban,David Miller
1858,14,14,24,58.33,0,0,New Zealand,Kimberley,David Miller
1859,15,15,19,78.94,2,0,New Zealand,Potchefstroom,David Miller
1860,67.0,67,77,87.01,7,0,Pakistan,Durban,David Miller
1861,20*,20,20,100.0,1,1,Pakistan,Benoni,David Miller
1862,0.0,0,0,0.0,0,0,India,Cardiff,David Miller
1863,19,19,24,79.16,2,0,Pakistan,Birmingham,David Miller
1864,38,38,29,131.03,1,3,West Indies,Cardiff,David Miller
1865,56*,56,51,109.8,5,2,England,The Oval,David Miller
1866,14,14,22,63.63,0,1,Sri Lanka,Colombo (RPS),David Miller
1867,22*,22,34,64.7,1,0,Sri Lanka,Colombo (RPS),David Miller
1868,85*,85,72,118.05,4,5,Sri Lanka,Pallekele,David Miller
1869,1,1,3,33.33,0,0,Sri Lanka,Pallekele,David Miller
1870,0.0,0,2,0.0,0,0,Sri Lanka,Colombo (RPS),David Miller
1871,37,37,51,72.54,2,1,Pakistan,Sharjah,David Miller
1872,11,11,19,57.89,0,0,Pakistan,Dubai (DSC),David Miller
1873,34,34,33,103.03,4,0,Pakistan,Abu Dhabi,David Miller
1874,5.0,5,10,50.0,0,0,Pakistan,Abu Dhabi,David Miller
1875,15,15,25,60.0,1,0,Pakistan,Sharjah,David Miller
1876,4,4,14,28.57,0,0,Pakistan,Cape Town,David Miller
1877,2*,2,4,50.0,0,0,Pakistan,Port Elizabeth,David Miller
1878,24.0,24,26,92.3,3,0,Pakistan,Centurion,David Miller
1879,5*,5,2,250.0,1,0,India,Johannesburg,David Miller
1880,0.0,0,3,0.0,0,0,India,Durban,David Miller
1881,56*,56,34,164.7,5,3,India,Centurion,David Miller
1882,36*,36,21,171.42,2,2,Sri Lanka,Colombo (RPS),David Miller
1883,4,4,8,50.0,1,0,Sri Lanka,Pallekele,David Miller
1884,4*,4,4,100.0,0,0,Sri Lanka,Hambantota,David Miller
1888,-1,0,0,0.0,0,0,Australia,Harare,David Miller
1890,3,3,5,60.0,0,0,Australia,Harare,David Miller
1892,-1,0,0,0.0,0,0,Australia,Harare,David Miller
1893,7,7,10,70.0,0,0,New Zealand,Mount Maunganui,David Miller
1894,17,17,29,58.62,3,0,New Zealand,Hamilton,David Miller
1895,65.0,65,65,100.0,5,1,Australia,Perth,David Miller
1896,22*,22,26,84.61,3,0,Australia,Perth,David Miller
1897,3,3,6,50.0,0,0,Australia,Canberra,David Miller
1898,45.0,45,61,73.77,3,0,Australia,Melbourne,David Miller
1899,5.0,5,12,41.66,0,0,Australia,Sydney,David Miller
1900,70.0,70,68,102.94,7,2,West Indies,Durban,David Miller
1901,0*,0,0,0.0,0,0,West Indies,Johannesburg,David Miller
1902,-1,0,0,0.0,0,0,West Indies,East London,David Miller
1903,130*,130,133,97.74,11,3,West Indies,Port Elizabeth,David Miller
1904,23,23,9,255.55,2,2,West Indies,Centurion,David Miller
1906,22,22,23,95.65,2,0,India,Melbourne,David Miller
1907,20.0,20,16,125.0,0,0,West Indies,Sydney,David Miller
1909,0.0,0,13,0.0,0,0,Pakistan,Auckland,David Miller
1911,-1,0,0,0.0,0,0,Sri Lanka,Sydney,David Miller
1912,49,49,18,272.22,6,3,New Zealand,Auckland,David Miller
1913,-1,0,0,0.0,0,0,Bangladesh,Dhaka,David Miller
1914,9,9,24,37.5,0,0,Bangladesh,Dhaka,David Miller
1915,44.0,44,51,86.27,5,0,Bangladesh,Chattogram,David Miller
1916,14,14,13,107.69,1,0,New Zealand,Centurion,David Miller
1917,5.0,5,10,50.0,0,0,New Zealand,Potchefstroom,David Miller
1918,36.0,36,37,97.29,3,0,New Zealand,Durban,David Miller
1919,13,13,22,59.09,0,0,India,Kanpur,David Miller
1920,0.0,0,1,0.0,0,0,India,Indore,David Miller
1921,33,33,41,80.48,4,0,India,Rajkot,David Miller
1922,6,6,12,50.0,1,0,India,Chennai,David Miller
1923,22*,22,12,183.33,3,0,India,Mumbai,David Miller
1925,10*,10,10,100.0,1,0,Australia,Centurion,David Miller
1926,26,26,17,152.94,4,0,Australia,Johannesburg,David Miller
1927,118*,118,79,149.36,10,6,Australia,Durban,David Miller
1928,39,39,29,134.48,4,0,Australia,Cape Town,David Miller
1929,-1,0,0,0.0,0,0,Sri Lanka,Port Elizabeth,David Miller
1930,117*,117,98,119.38,3,6,Sri Lanka,Durban,David Miller
1931,28.0,28,39,71.79,3,0,New Zealand,Christchurch,David Miller
1932,3,3,7,42.85,0,0,New Zealand,Wellington,David Miller
1933,1,1,4,25.0,0,0,New Zealand,Hamilton,David Miller
1934,45*,45,35,128.57,6,2,New Zealand,Auckland,David Miller
1935,11,11,10,110.0,0,1,England,Leeds,David Miller
1936,71*,71,51,139.21,5,2,England,Southampton,David Miller
1937,-1,0,0,0.0,0,0,England,Lord's,David Miller
1938,18,18,22,81.81,1,1,Sri Lanka,The Oval,David Miller
1939,75*,75,104,72.11,1,3,Pakistan,Birmingham,David Miller
1940,1,1,3,33.33,0,0,India,The Oval,David Miller
1941,-1,0,0,0.0,0,0,Bangladesh,Kimberley,David Miller
1942,7,7,7,100.0,1,0,India,Durban,David Miller
1943,0.0,0,4,0.0,0,0,India,Centurion,David Miller
1944,25.0,25,42,59.52,1,0,India,Cape Town,David Miller
1945,39,39,28,139.28,4,2,India,Johannesburg,David Miller
1946,36.0,36,51,70.58,2,1,India,Port Elizabeth,David Miller
1947,10.0,10,13,76.92,1,0,Sri Lanka,Dambulla,David Miller
1948,3,3,5,60.0,0,0,Sri Lanka,Dambulla,David Miller
1949,51,51,47,108.51,5,1,Sri Lanka,Pallekele,David Miller
1950,21,21,17,123.52,0,1,Sri Lanka,Pallekele,David Miller
1951,2*,2,1,200.0,0,0,Australia,Perth,David Miller
1952,51,51,71,71.83,3,1,Australia,Adelaide,David Miller
1953,139,139,108,128.7,13,4,Australia,Hobart,David Miller
1954,16*,16,12,133.33,2,0,Pakistan,Port Elizabeth,David Miller
1955,31,31,26,119.23,5,0,Pakistan,Durban,David Miller
1956,-1,0,0,0.0,0,0,Pakistan,Centurion,David Miller
1957,4,4,7,57.14,0,0,Pakistan,Johannesburg,David Miller
1958,-1,0,0,0.0,0,0,Sri Lanka,Johannesburg,David Miller
1959,25.0,25,36,69.44,1,0,Sri Lanka,Centurion,David Miller
1960,41*,41,46,89.13,3,0,Sri Lanka,Durban,David Miller
1961,25*,25,33,75.75,1,1,Sri Lanka,Port Elizabeth,David Miller
1962,5.0,5,7,71.42,1,0,South Africa,Hobart,David Warner
1963,69,69,60,115.0,6,2,South Africa,Sydney,David Warner
1964,1,1,7,14.28,0,0,South Africa,Adelaide,David Warner
1965,22,22,29,75.86,1,1,South Africa,Perth,David Warner
1966,7,7,18,38.88,0,0,New Zealand,Perth,David Warner
1967,2,2,11,18.18,0,0,New Zealand,Melbourne,David Warner
1969,20.0,20,17,117.64,4,0,South Africa,Centurion,David Warner
1970,74.0,74,97,76.28,6,0,South Africa,Port Elizabeth,David Warner
1971,10.0,10,18,55.55,1,0,South Africa,Durban,David Warner
1972,6,6,14,42.85,0,0,India,Melbourne,David Warner
1973,34,34,29,117.24,4,1,Sri Lanka,Perth,David Warner
1974,18,18,24,75.0,2,0,India,Adelaide,David Warner
1975,13,13,21,61.9,2,0,Sri Lanka,Sydney,David Warner
1976,43,43,46,93.47,5,1,India,Brisbane,David Warner
1977,7,7,13,53.84,0,0,Sri Lanka,Hobart,David Warner
1978,68.0,68,66,103.03,7,0,India,Sydney,David Warner
1979,6,6,6,100.0,1,0,Sri Lanka,Melbourne,David Warner
1980,163,163,157,103.82,13,2,Sri Lanka,Brisbane,David Warner
1981,100.0,100,140,71.42,4,1,Sri Lanka,Adelaide,David Warner
1982,48.0,48,45,106.66,5,1,Sri Lanka,Adelaide,David Warner
1983,40.0,40,55,72.72,5,0,West Indies,Kingstown,David Warner
1984,13,13,20,65.0,1,0,West Indies,Kingstown,David Warner
1985,37,37,51,72.54,6,0,West Indies,Kingstown,David Warner
1986,1,1,4,25.0,0,0,West Indies,Gros Islet,David Warner
1987,69,69,61,113.11,10,1,West Indies,Gros Islet,David Warner
1989,56.0,56,61,91.8,6,1,England,Lord's,David Warner
1990,10.0,10,20,50.0,2,0,England,The Oval,David Warner
1991,2,2,19,10.52,0,0,England,Chester-le-Street,David Warner
1992,32.0,32,32,100.0,4,1,England,Manchester,David Warner
1993,24.0,24,18,133.33,4,0,Afghanistan,Sharjah,David Warner
1994,5.0,5,11,45.45,1,0,Pakistan,Sharjah,David Warner
1995,24.0,24,68,35.29,2,0,Pakistan,Abu Dhabi,David Warner
1996,21,21,33,63.63,3,1,Pakistan,Sharjah,David Warner
1997,4,4,11,36.36,0,0,Sri Lanka,Brisbane,David Warner
1998,60.0,60,73,82.19,6,0,Sri Lanka,Sydney,David Warner
1999,10.0,10,18,55.55,1,0,Sri Lanka,Hobart,David Warner
2000,9,9,21,42.85,1,0,England,Birmingham,David Warner
2001,65.0,65,72,90.27,5,1,England,Melbourne,David Warner
2002,18,18,14,128.57,2,0,England,Brisbane,David Warner
2003,71,71,70,101.42,7,2,England,Sydney,David Warner
2004,43,43,63,68.25,5,0,Pakistan,Sharjah,David Warner
2005,29,29,27,107.4,5,0,Pakistan,Dubai (DSC),David Warner
2006,56.0,56,63,88.88,6,1,Pakistan,Abu Dhabi,David Warner
2007,46.0,46,49,93.87,1,3,South Africa,Perth,David Warner
2008,0.0,0,5,0.0,0,0,South Africa,Perth,David Warner
2009,53,53,50,106.0,6,2,South Africa,Canberra,David Warner
2010,4,4,8,50.0,0,0,South Africa,Melbourne,David Warner
2011,21,21,16,131.25,3,1,South Africa,Sydney,David Warner
2012,127,127,115,110.43,18,0,England,Sydney,David Warner
2013,24.0,24,22,109.09,3,0,India,Melbourne,David Warner
2014,-1,0,0,0.0,0,0,India,Sydney,David Warner
2015,12,12,18,66.66,2,0,England,Perth,David Warner
2016,22,22,18,122.22,3,0,England,Melbourne,David Warner
2017,34,34,42,80.95,2,1,New Zealand,Auckland,David Warner
2018,178,178,133,133.83,19,5,Afghanistan,Perth,David Warner
2019,9,9,12,75.0,1,0,Sri Lanka,Sydney,David Warner
2021,24.0,24,23,104.34,3,0,Pakistan,Adelaide,David Warner
2022,12,12,7,171.42,1,1,India,Sydney,David Warner
2023,45.0,45,46,97.82,7,0,New Zealand,Melbourne,David Warner
2025,59,59,67,88.05,6,0,England,Southampton,David Warner
2026,1*,1,1,100.0,0,0,England,Lord's,David Warner
2027,5.0,5,10,50.0,1,0,India,Perth,David Warner
2028,93,93,92,101.08,12,1,India,Canberra,David Warner
2029,122,122,113,107.96,9,3,India,Sydney,David Warner
2030,12,12,11,109.09,2,0,New Zealand,Auckland,David Warner
2031,98.0,98,79,124.05,8,4,New Zealand,Wellington,David Warner
2032,16,16,14,114.28,3,0,New Zealand,Hamilton,David Warner
2033,55*,55,55,100.0,3,1,West Indies,Providence,David Warner
2034,1,1,5,20.0,0,0,South Africa,Providence,David Warner
2035,109.0,109,120,90.83,11,2,South Africa,Basseterre,David Warner
2036,8,8,17,47.05,0,0,Sri Lanka,Colombo (RPS),David Warner
2037,1,1,4,25.0,0,0,Sri Lanka,Colombo (RPS),David Warner
2038,10.0,10,12,83.33,1,0,Sri Lanka,Dambulla,David Warner
2039,19,19,16,118.75,3,0,Sri Lanka,Dambulla,David Warner
2040,106.0,106,126,84.12,9,0,Sri Lanka,Pallekele,David Warner
2042,40.0,40,36,111.11,5,1,South Africa,Centurion,David Warner
2043,50.0,50,56,89.28,7,1,South Africa,Johannesburg,David Warner
2044,117,117,107,109.34,13,2,South Africa,Durban,David Warner
2045,6,6,5,120.0,1,0,South Africa,Port Elizabeth,David Warner
2046,173,173,136,127.2,24,0,South Africa,Cape Town,David Warner
2047,24.0,24,29,82.75,4,0,New Zealand,Sydney,David Warner
2048,119,119,115,103.47,14,1,New Zealand,Canberra,David Warner
2049,156,156,128,121.87,13,4,New Zealand,Melbourne,David Warner
2050,7,7,18,38.88,1,0,Pakistan,Brisbane,David Warner
2051,16,16,22,72.72,1,0,Pakistan,Melbourne,David Warner
2052,35.0,35,38,92.1,5,0,Pakistan,Perth,David Warner
2053,130.0,130,119,109.24,11,2,Pakistan,Sydney,David Warner
2054,179,179,128,139.84,19,5,Pakistan,Adelaide,David Warner
2055,18,18,16,112.5,1,1,New Zealand,Birmingham,David Warner
2056,40*,40,44,90.9,2,0,Bangladesh,The Oval,David Warner
2057,21,21,25,84.0,4,0,England,Birmingham,David Warner
2058,25.0,25,28,89.28,2,0,India,Chennai,David Warner
2059,1,1,9,11.11,0,0,India,Kolkata,David Warner
2060,42.0,42,44,95.45,4,1,India,Indore,David Warner
2061,124.0,124,119,104.2,12,4,India,Bengaluru,David Warner
2062,53,53,62,85.48,5,0,India,Nagpur,David Warner
2063,2,2,5,40.0,0,0,England,Melbourne,David Warner
2064,35.0,35,40,87.5,5,0,England,Brisbane,David Warner
2065,8,8,10,80.0,2,0,England,Sydney,David Warner
2066,13,13,11,118.18,2,0,England,Adelaide,David Warner
2067,15,15,11,136.36,2,0,England,Perth,David Warner
2069,8,8,9,88.88,1,0,New Zealand,Southampton,David Willey
2070,-1,0,0,0.0,0,0,New Zealand,Nottingham,David Willey
2071,7,7,9,77.77,1,0,New Zealand,Chester-le-Street,David Willey
2072,12*,12,9,133.33,0,1,Australia,Leeds,David Willey
2073,0.0,0,2,0.0,0,0,Australia,Manchester,David Willey
2074,13,13,24,54.16,0,0,Pakistan,Abu Dhabi,David Willey
2075,-1,0,0,0.0,0,0,Pakistan,Abu Dhabi,David Willey
2076,-1,0,0,0.0,0,0,Pakistan,Sharjah,David Willey
2077,-1,0,0,0.0,0,0,Pakistan,Dubai (DSC),David Willey
2078,5*,5,5,100.0,0,0,South Africa,Bloemfontein,David Willey
2079,-1,0,0,0.0,0,0,South Africa,Port Elizabeth,David Willey
2080,13*,13,7,185.71,0,1,South Africa,Centurion,David Willey
2081,7,7,12,58.33,0,0,Sri Lanka,Nottingham,David Willey
2082,-1,0,0,0.0,0,0,Sri Lanka,Birmingham,David Willey
2083,-1,0,0,0.0,0,0,Sri Lanka,Bristol,David Willey
2084,-1,0,0,0.0,0,0,Sri Lanka,The Oval,David Willey
2085,-1,0,0,0.0,0,0,Sri Lanka,Cardiff,David Willey
2086,4*,4,8,50.0,0,0,Pakistan,Leeds,David Willey
2087,6,6,15,40.0,0,0,Pakistan,Cardiff,David Willey
2088,0*,0,1,0.0,0,0,Bangladesh,Dhaka,David Willey
2089,9,9,31,29.03,1,0,Bangladesh,Dhaka,David Willey
2090,10*,10,5,200.0,0,1,India,Pune,David Willey
2091,5*,5,4,125.0,0,0,India,Cuttack,David Willey
2092,-1,0,0,0.0,0,0,India,Kolkata,David Willey
2095,26,26,39,66.66,3,0,South Africa,Lord's,David Willey
2096,-1,0,0,0.0,0,0,West Indies,Manchester,David Willey
2097,-1,0,0,0.0,0,0,West Indies,Nottingham,David Willey
2098,1*,1,3,33.33,0,0,West Indies,Bristol,David Willey
2099,2,2,6,33.33,0,0,Australia,Perth,David Willey
2100,11*,11,9,122.22,1,0,New Zealand,Hamilton,David Willey
2101,-1,0,0,0.0,0,0,New Zealand,Mount Maunganui,David Willey
2103,35*,35,41,85.36,5,1,Australia,The Oval,David Willey
2104,11,11,10,110.0,2,0,Australia,Cardiff,David Willey
2105,1*,1,1,100.0,0,0,Australia,Nottingham,David Willey
2106,-1,0,0,0.0,0,0,Australia,Chester-le-Street,David Willey
2107,1,1,4,25.0,0,0,India,Nottingham,David Willey
2108,50.0,50,31,161.29,5,1,India,Lord's,David Willey
2109,-1,0,0,0.0,0,0,India,Leeds,David Willey
2111,-1,0,0,0.0,0,0,Pakistan,Southampton,David Willey
2112,-1,0,0,0.0,0,0,Pakistan,Bristol,David Willey
2113,-1,0,0,0.0,0,0,Pakistan,Leeds,David Willey
2116,12,12,19,63.15,0,1,Pakistan,Sharjah,Dawlat Zadran
2119,8,8,18,44.44,2,0,Australia,Sharjah,Dawlat Zadran
2122,0.0,0,1,0.0,0,0,Pakistan,Fatullah,Dawlat Zadran
2123,0.0,0,8,0.0,0,0,Sri Lanka,Dhaka,Dawlat Zadran
2124,2*,2,17,11.76,0,0,India,Dhaka,Dawlat Zadran
2138,4,4,5,80.0,1,0,Sri Lanka,Dunedin,Dawlat Zadran
2140,0.0,0,4,0.0,0,0,Australia,Perth,Dawlat Zadran
2141,1,1,5,20.0,0,0,New Zealand,Napier,Dawlat Zadran
2142,-1,0,0,0.0,0,0,England,Sydney,Dawlat Zadran
2159,2,2,3,66.66,0,0,Bangladesh,Dhaka,Dawlat Zadran
2160,4*,4,1,400.0,1,0,Bangladesh,Dhaka,Dawlat Zadran
2161,0.0,0,6,0.0,0,0,Bangladesh,Dhaka,Dawlat Zadran
2170,-1,0,0,0.0,0,0,West Indies,Gros Islet,Dawlat Zadran
2171,9,9,8,112.5,1,0,West Indies,Gros Islet,Dawlat Zadran
2172,-1,0,0,0.0,0,0,West Indies,Gros Islet,Dawlat Zadran
2182,-1,0,0,0.0,0,0,West Indies,Harare,Dawlat Zadran
2185,-1,0,0,0.0,0,0,West Indies,Harare,Dawlat Zadran
2191,2,2,6,33.33,0,0,Australia,Colombo (RPS),Dhananjaya de Silva 
2192,7,7,10,70.0,1,0,Australia,Colombo (RPS),Dhananjaya de Silva 
2193,12,12,30,40.0,1,0,Australia,Dambulla,Dhananjaya de Silva 
2194,76.0,76,87,87.35,9,0,Australia,Dambulla,Dhananjaya de Silva 
2195,34,34,47,72.34,4,0,Australia,Pallekele,Dhananjaya de Silva 
2197,3,3,10,30.0,0,0,West Indies,Harare,Dhananjaya de Silva 
2199,58,58,60,96.66,7,0,West Indies,Bulawayo,Dhananjaya de Silva 
2201,28.0,28,53,52.83,1,0,South Africa,Port Elizabeth,Dhananjaya de Silva 
2202,1,1,5,20.0,0,0,South Africa,Durban,Dhananjaya de Silva 
2203,16,16,25,64.0,2,0,South Africa,Johannesburg,Dhananjaya de Silva 
2204,5.0,5,14,35.71,0,0,South Africa,Cape Town,Dhananjaya de Silva 
2205,11,11,19,57.89,1,0,South Africa,Centurion,Dhananjaya de Silva 
2206,1,1,6,16.66,0,0,Pakistan,Cardiff,Dhananjaya de Silva 
